名称,地点,薪资,招聘需求,详情网址,区域
算法开发工程师(A153524),上海·徐汇区·漕河泾,30-45K·13薪,"5-10年,本科",https://www.zhipin.com/job_detail/dc630eb76087ccf11Hd-3du8GFRS.html?lid=4R1tBV5IMvF.search.197&securityId=xaxXyN4cL99Tu-S1LPDFv0iwsA_KqN8D509235tj6RP54WOTJNRzF7UqOlmTqAVzV5ZrPtknEMxhYXB9uSM9i58Zbxn_7A2GNYb6RNTBPin8JLdxOTOdpLlPyRNvLGMiRrA9X5jo&sessionId=,徐汇区
AI算法工程师,上海·徐汇区·漕河泾,20-40K·14薪,"1-3年,大专",https://www.zhipin.com/job_detail/5473950646c71bab1HBz09m4GVBU.html?lid=4R1tBV5IMvF.search.198&securityId=IuGgVwS8rJkgl-x1wyb8XrtBVmJMsKxDs2fEI_GB5Ymjv6SqD9c5y33UnRrYs0-ImdfQg4chKCCXxNQ_ML-W8RmYJNWYtOm4h4Uisi70t0vi3xTLgmhHHL9cfEPy8KZmxBwRChZ0_HAXuw~~&sessionId=,徐汇区
ADAS算法开发工程师- 规划控制,上海,25-50K·14薪,"3-5年,本科",https://www.zhipin.com/job_detail/42311d8565680e431HV73dW6F1pV.html?lid=4R1tBV5IMvF.search.199&securityId=bTW89PCOTuCQO-21dwa5Kl0nmvZbYqNKLmHQ-Qpx7xZIhb9UXueQT1Xz08a2U03WJlt7tAcYGmYDX8P2WLPLGn9bdN078Unh4AGLKvhI0gyG1pMxm9wUCNCGWlPpi8nE_6KBYFcI7qth&sessionId=,徐汇区
算法工程师,上海·徐汇区·漕河泾,15-25K,"3-5年,本科",https://www.zhipin.com/job_detail/1b12800f8780f1e81nR9096-EFZY.html?lid=4R1tBV5IMvF.search.200&securityId=bvui480w33z7Z-M1TRZ1zGcJ2K0HHGu30gtL_giCyHnkBErLnO2Q0i4PBIvxtvAdYqvc5y-AIr379ECQXcqqVSRYmTDOPUfoO03lE76AmovsCE0GPr28-Z6t6hRwDOY2n4E63uo53TE~&sessionId=,徐汇区
NLP算法工程师/专家【核心】,上海·徐汇区·漕河泾,35-50K·14薪,"经验不限,硕士",https://www.zhipin.com/job_detail/961a2825ec494c761Hd_09q7E1tU.html?lid=4R1tBV5IMvF.search.201&securityId=PKRhS7EfRRviH-s1Le-enbdeIyJRA0tBLo34rDlkhYiLMtlo1cJeuf5cgU159bPZdR-_Z20sYKvq6Yl4_DA-GpWJzqU2ueFOlrpCAECPBMm0iw4QC38OIhAQB7bXrH88i0W9EyJC6g~~&sessionId=,徐汇区
音频系统工程师（算法验证）,上海·徐汇区·漕河泾,12-24K,"1-3年,本科",https://www.zhipin.com/job_detail/74a0c4c561b9cf041HV839m4FFZS.html?lid=4R1tBV5IMvF.search.202&securityId=giFrBFopLYbDf-m1xIITSq3xhtaK-Gx30H7dPSqqKGdLQFyzf1nghxeq5wh_qm9OkoRBurwTcfZDZ5rrAUDQweDCutLp4AIusKo3YyZ7oyy6x1jRtufNRtszV3FPzI8jPZ13X5_vhpZfOQ~~&sessionId=,徐汇区
大模型算法工程师,上海·徐汇区·漕河泾,30-50K,"经验不限,硕士",https://www.zhipin.com/job_detail/3b874ed45858adee1HF72Ni-GFZU.html?lid=4R1tBV5IMvF.search.203&securityId=iEVGZoR2oeuYF-O1psKpdfivo1b4NqK7ME56TTz8VYXiE1J-ov6q-G5NWZRJZ_Acy3jQSDvACysbipAMAGSYIhjSodDMkCHAE2WNhGg3bo3aLmHvOiiBI3iOv-WxrmWH43DVBL7lNIkTVg~~&sessionId=,徐汇区
资深算法工程师,上海,60-90K·15薪,"5-10年,硕士",https://www.zhipin.com/job_detail/fd8d253ffb37cbb31HBy3dq8GFJT.html?lid=4R1tBV5IMvF.search.204&securityId=GDfDjrATepF90-x1be0z_vA0sNSCISskUiGD8cfzDAPfvUNqIwjVdAf4CvV5VrfT0oCbGSUfhF9JdsssOFPmIytwfKfwGtSLSgbwgTC9oq6wpwoy1Q15cN0Og5jSRjodUT_87h0k6hg~&sessionId=,徐汇区
ai算法工程师-外派车企,上海·徐汇区·龙华,14-27K,"3-5年,本科",https://www.zhipin.com/job_detail/888771af886046c91HF63tW-FFNS.html?lid=4R1tBV5IMvF.search.205&securityId=M3yDwcRAG8VUj-r1n3xLmqOUMPlvlyem9jnzNrUWLel40l4H6xaOlSJS88L7KN9Y9dvNwSdAK-X7J58mFaeOmeAE33z0k_hOHZ-Mq1DOKgQ0_WZ8cs2nYmvfKqXLRtbh7-RU7hFfOllr3g~~&sessionId=,徐汇区
算法工程师,上海·徐汇区·龙华,12-24K,"1-3年,硕士",https://www.zhipin.com/job_detail/2f5221733835d4871X1z3Ni6FFNY.html?lid=4R1tBV5IMvF.search.206&securityId=tJMY3jxM0CABr-71fDPdryY5u4UHh73G5uE8B8UxmFOjauJvBv7KDkh87IvPYUV-BUbAXeexfs25Mmso3QyiDEmwIRNopjwmSiMnMgsAYEWqpTf7atnyxvWD3dteMJjhWUn-oC8GztdCyw~~&sessionId=,徐汇区
大语言模型算法工程师,上海,55-85K·17薪,"5-10年,本科",https://www.zhipin.com/job_detail/54306ab620729bd51Hdz3Nq5EVFU.html?lid=4R1tBV5IMvF.search.207&securityId=2JJ0dIfZo1pue-u1TTcbGN1es9IvYRSuZtz1U2_aF2H-lLamATp2-5yCNVbJAwUVfazmdwAK0bwrEGUu4fp8nibP3rd-Hgk9qR8UNGOp3sShJ4TSqybdRsqzR62Vl9volCxFa21ClSnL&sessionId=,徐汇区
高级算法开发工程师,上海·徐汇区·田林,25-40K,"1-3年,硕士",https://www.zhipin.com/job_detail/8c4bf7ec1ac907701X143d21GVtQ.html?lid=4R1tBV5IMvF.search.208&securityId=tO8klLqvOqISL-41OeY2HtL2SsYbmLmbn3XkwkYFCn78zE6dPME7wmFjAZCcqOG362PWIyGdnU6W3AP5wMfd_jDzCLL_5hoJqBRSG7VcEvRRjGCUvWm1v-3twOwWoicmkBxid5ipkOg~&sessionId=,徐汇区
执行器控制算法工程师-上海,上海,30-55K·13薪,"3-5年,本科",https://www.zhipin.com/job_detail/7fd86f0cd94c0e1c1HF429S6EldV.html?lid=4R1tBV5IMvF.search.209&securityId=WOZmdbaI1skJT-I1iM7Pc5t2UtyGObRNuTWXkwYeKUbgW5F-iwRx9n6e61c0KWUU-cfnl_xVHUlEGlpPJ36CO_7PIi3Wh1UOe8t-q2DDj8bLX-MOFW3btTcu4hDov4LhkEek85yf3hHu&sessionId=,徐汇区
CV视觉算法工程师,上海,25-35K·16薪,"经验不限,硕士",https://www.zhipin.com/job_detail/de18613fe35651d01Hd42d24FFNQ.html?lid=4R1tBV5IMvF.search.211&securityId=DJO1rJ_rf5Lk_-_1uKYgrvral-yaMm9at0gacRByY4qq8Wv5XnCFl6XoTf5K5t0wNTDrhF9Ry3vRoSaClPfx8Ffvy4E4oe0eK4CRM9KuA-s_VHsZWM6pRdGwAzmAIx2H8WSNCaLqNQ~~&sessionId=,徐汇区
高级算法工程师（框架方向）,上海,50-80K,"5-10年,硕士",https://www.zhipin.com/job_detail/439e6c2563da01731HBz2dq8F1RQ.html?lid=4R1tBV5IMvF.search.212&securityId=5GZSw5CC5oQeO-I1-mPGxAvwSs9SlS3Ir5pCLnONLUx2-bg_YIznzE-t8Upn3fHGKgrP2LIOMXXTpB-Ft9gMEsDwYBc5q3eLNBKPv7dNV3BToIHUglEl1x9OFSiz_CoeYbmEpJpEYw~~&sessionId=,徐汇区
语音识别算法工程师,上海,30-50K,"5-10年,本科",https://www.zhipin.com/job_detail/f8ce01a7fa1479211HB52t24GVNX.html?lid=4R1tBV5IMvF.search.213&securityId=JtQPfb7bd1aIe-D1_Gp6xB1-GmDfUHfi2rXFqkq2r5l7tNy8hNo9_eYn7uawaKUYG5c-pGk9qBYPd8C-RHrksM-QGBFjrIbzJLzmjPXJ07pskx4y-JeAHcx-J-QAnNhQwNpyq1XaKXv2&sessionId=,徐汇区
nlp算法工程师,上海,28-55K,"3-5年,硕士",https://www.zhipin.com/job_detail/11dcd643d2e2504f1HB52du4ElVW.html?lid=4R1tBV5IMvF.search.214&securityId=rC7vhJ80EIITr-h1T2gZiZnAxjQ8hBAs6mAGjP6v2u8s7R7Q9AT1V0bh_q8GowvkV7Rfcp5K90SF3hQUfSfkNmCRHwpXyHskDEI1tRrkzrlHyLhR4qyqSGPyLRoesZ2ak1lffZhbG5IJsC_ZdRLqFwbaBh3Je53jB_4CgGYdRqyy8Pc0dA~~&sessionId=,徐汇区
电控工程师算法工程师,上海,25-45K·13薪,"3-5年,本科",https://www.zhipin.com/job_detail/12d066405ba697ee1HF43964FFRW.html?lid=4R1tBV5IMvF.search.215&securityId=MROuwP-giW3PK-Q12BSQBxkCmimwwAS1SgD5jItNH9XHL4MAph7q_E_OzbAYaaKivAnmHUXYoylnZX_dCSEasC7VmZWLikqONSN1OawOoevAahPI4HJnPerXYap_7jAki4zlJJHXgGBW&sessionId=,徐汇区
雷达算法工程师,上海,30-60K·15薪,"3-5年,本科",https://www.zhipin.com/job_detail/72f04451f3f680471HZ72dm9EFVY.html?lid=4R1tBV5IMvF.search.216&securityId=ZYdcApvLQRoF8-X1R8IamaMSxZSK5wE6xndTVLALU_Hse52is5n736ZfE-r6ZVJxjTkcfGcm6uhNYQ3HSKCcVU9HSV7ULqdn2ykSHtWYBC3Xh4ZJj5vPQZdrO6zR6FFkod0bbsPr2e8U&sessionId=,徐汇区
感知算法工程师-上海,上海·徐汇区·漕河泾,30-60K·15薪,"3-5年,本科",https://www.zhipin.com/job_detail/c58bee0e6c58d6c71X1_3Ny5GFBW.html?lid=4R1tBV5IMvF.search.217&securityId=b2QdXMJIxy_vS-q1qPhCEdygj-CX3uAh7UxaOxtZcxoD_-gCa8Va1EL46Gb5kfwGT-QMZAUkpFqHWyoTX-tOGWi3iqyi-KXbwMsITv2m8CIZqRa_o1SAkG5meWrdCFj1xhNKqNTXoN2V&sessionId=,徐汇区
大模型算法工程师,上海,45-75K·16薪,"经验不限,本科",https://www.zhipin.com/job_detail/e28cb0e1c2773ac21HBy3t26FVtW.html?lid=4R1tBV5IMvF.search.218&securityId=2pMR7UdNu93Yv-u1f_2hcDeBIfKAER2OuUvO4Qdoq8MoQV7r5tVtlo-LyfdabfKDTQU_hqhZLDwPvreAC6SToVooD9N0ZtH7NBzCuI4_Hhml5-tSpwzVDqsfMzmLLZCKe06A7aW3ivkW&sessionId=,徐汇区
算法软件工程师,上海·徐汇区·漕河泾,20-30K,"1-3年,本科",https://www.zhipin.com/job_detail/668e4045618216e31Xx70t-0E1JQ.html?lid=4R1tBV5IMvF.search.219&securityId=F1MH51Y8wdfUo-h1shJ0ixOvrynlw09WR78SoY6h8k-mrQKx-40MPmXvS9ps2O_XkmHZ2q4vnBq1nc5w4ru5A4tIAITHOtCQPu7dvNuJXuRq_qVKx7NIL9pA1_8nAQEF6Q2Z0COD8qdH&sessionId=,徐汇区
算法工程师,上海·徐汇区·漕河泾,12-20K·13薪,"1年以内,硕士",https://www.zhipin.com/job_detail/6534a7a5a63ab7f31Hd40tm4GFtW.html?lid=4R1tBV5IMvF.search.220&securityId=cC85gyzrqPg69-j11TLRbhlyxKsXsn7AsB7h6vqsMiW_wX5ygvu6W6Ga679Ce_ArIEs3P_aIAxPAVKNKZ3snPwA3gWl7KIUk3u2iYPJUEBFaMr6icjRpgcRUDJBHWSMi8zPWofLS1Kg~&sessionId=,徐汇区
大模型算法工程师,上海,35-50K·15薪,"5-10年,硕士",https://www.zhipin.com/job_detail/723082b696913f301HB82tW0EFVQ.html?lid=4R1tBV5IMvF.search.221&securityId=zYZxfWxu7f9cn-015WUX1EtK5OHgE3HfAbsWGGQhJhgcI6CPMnW574YKi60qdGXGViZELc5gvSBhKhD_DuhQC3rLoZyc-NKfhj5becvNtCJIQISiKneCEkMqy9NJQH04eyCm2lTBVw~~&sessionId=,徐汇区
大模型算法工程师,上海·徐汇区·徐家汇,18-30K,"5-10年,硕士",https://www.zhipin.com/job_detail/d2ff493c5690e1ce1HV83tS9FFBZ.html?lid=4R1tBV5IMvF.search.222&securityId=mz8xOw1cefXeY-B1mgnzc8Olz7LTOYrt600X6aXIJCGceG9vDUlaO3Ys-_E0axE4ncFyC0DIad_nJD8VxQPWr93sqz7PULojWEspDAJs4Ba4WW_63_kBtCgCGQt2LZs53g7h95hbfOSp4A~~&sessionId=,徐汇区
大模型算法工程师,上海,30-60K·14薪,"经验不限,硕士",https://www.zhipin.com/job_detail/d5450348391108f41HRy2du1ElNX.html?lid=4R1tBV5IMvF.search.223&securityId=iKUB4FuorsNw4-01HurbCNXW1P0LyEcR-kkOA6PejzlGCbcqRPxdpv4n8Z35xcEai738jjHRns43AYJrepdjAuHMGXKSslOwy48HZoEEIkdKW-0UEM1sfgUFcr62ulAn0u8MERzRc-VX&sessionId=,徐汇区
nlp高级算法工程师,上海,60-90K,"1-3年,硕士",https://www.zhipin.com/job_detail/3ae1607a7e8ae98d1HR_3d68ElVS.html?lid=4R1tBV5IMvF.search.224&securityId=vTesbyvSGHdKR-k1Mg0BiBKf8vPHuHC1kPWssGsVPwF3KRGbJvH3BvKyKCAJUrwdPK06GWoKIXAgYwdk5tu2BAUlMW1eG5HafJ-lHKT3pnTNA56ruBoieAOfo_dEE4SrAva9NaWs3srr&sessionId=,徐汇区
算法工程师（NLP）-电子商务,上海,45-75K,"3-5年,本科",https://www.zhipin.com/job_detail/76cd17eae4b0ebda1HF409i9EFVV.html?lid=4R1tBV5IMvF.search.225&securityId=xqM3BICNZYcfv-81P9ez6CwLvEnrInqsICAaukEF01sMOjkAFBV18A6Cj4-oAhbnTqOTWTtogTv3BDYRhzW2-RiyPp002puopVs4yGZTeyWOjhUqQUWxyPFvsm7ePlwbeR0PhlbXsG2m&sessionId=,徐汇区
算法工程师,上海,25-30K·14薪,"经验不限,本科",https://www.zhipin.com/job_detail/80e219f9cd020edb1XF-3NW_F1JX.html?lid=4R1tBV5IMvF.search.226&securityId=Yde1sh1DzCgmE-Q1971d2TY7H3Dk4wrsLw5FbDbtatziNgWQGwvg-v-9BbjzfEPUqKUFjmXRSL3t6Z-wQ-o7Ae-jCl9Gdoj45BAQ95WJutH7x2wk8k3ijJYR0pPSFX0ZhOR_jsiieA~~&sessionId=,徐汇区
大模型算法工程师,上海,30-50K·16薪,"3-5年,本科",https://www.zhipin.com/job_detail/593a3ddf3a1542801HZz2N2-EFJX.html?lid=4R1tBV5IMvF.search.227&securityId=W0m05A3JXonMI-D1cuNBN4MNsrzof-x-rDTg6S_YUz8EQWX3jBYR1r8oYhrHdoWIVBJ9wZt9EyHgB0EQB9GniGTGziYpcmXb7Q5UvY1iCJedscLE_YqwRah1ixdrToowvq-tvg~~&sessionId=,徐汇区
深度学习算法工程师,上海·徐汇区·徐家汇,20-40K·13薪,"经验不限,硕士",https://www.zhipin.com/job_detail/1ca0e8e03dd43d4f1HZy2NS6F1RX.html?lid=4R1tBV5IMvF.search.228&securityId=FNx4YDGPvbSsj-717x9CdA8Xz8L4tZWvkUd3_9jUCM-0mDB7WiH8iM4sxLI8rIY3epSUcdH7Sxl3Fe33xEdtKLpKKBJ9HYpRg8wmxEWZBoUll_2p0EnZtwhMenzHcEzU3zGQUAy2kUY~&sessionId=,徐汇区
NLP自然语言处理算法工程师,上海·徐汇区·漕河泾,10-15K,"1-3年,本科",https://www.zhipin.com/job_detail/b4c10f726e55fc731HZ839u7F1RR.html?lid=4R1tBV5IMvF.search.229&securityId=nmOiDkmunHjrX-B1uNHMZErQItqlmHFQIZYgKuHppV7wB7anukRrZqpJRWttjHpuB908o3jJsSfa53E9iyuVRkTK08Hyl8leFoV6duauReuEQtmYrXbYXsVsE1JRzSgdVbQWSENP-Dc~&sessionId=,徐汇区
自然语言算法工程师,上海·徐汇区·岳阳,30-50K·14薪,"经验不限,本科",https://www.zhipin.com/job_detail/22b6141f43702acd1HZz2929EVpY.html?lid=4R1tBV5IMvF.search.230&securityId=5x05sOPMvTlVk-N11OWa2_iWSJLnnNQ1Z6hhswI6rjzWYPXpmiS8N6oa_kOkTNlG7OtuUePPMd251O88QS3fUti3t8tQNevabQBlH09d8rIPImthMa0BZ3xuJuPldtCodo4xrYfC&sessionId=,徐汇区
算法工程师,上海,15-25K,"3-5年,本科",https://www.zhipin.com/job_detail/cebf7a46541077531HR-3t-4FlJS.html?lid=4R1tBV5IMvF.search.231&securityId=4q9XTh4a5i28B-71PgPZdfwjRfQOkUBeKye9geCLXtrI4mCp8wxk_UeCIL08U2QJ3Dfk2vQwPaR79w78dHtwEjlU6aiPDGkqWvLUH6yz76DmLCsBKk8KZwMZVncMUE4CCzZ6TBg~&sessionId=,徐汇区
大模型算法工程师,上海·徐汇区·漕河泾,40-70K·14薪,"5-10年,硕士",https://www.zhipin.com/job_detail/589ae008acc5bc1b1HZ_2ti4F1pX.html?lid=4R1tBV5IMvF.search.232&securityId=74Ll1HJsQqtc9-L11Qbo4n9yX7B-YJN25hkXh00xUAbqgOrY_BdYAOcq9O7RiPRHbMZ4-KDXOWtMGL6ZaZmCF9T_911qz34up-TFxfmn4miUGB875Ww5q8PmT_2HarvAgrMEcPDqARtO&sessionId=,徐汇区
高级/资深算法工程师,上海,75-80K,"5-10年,博士",https://www.zhipin.com/job_detail/30d330aa209bfe991HZ-2d-0ElpV.html?lid=4R1tBV5IMvF.search.233&securityId=NplGdWzLSAwQh-P1tJ_ZRPekf7zpi3_MKKkbZoxKM2d1DWUhUTsBmGmR0Kg0zxOQIKeXBRiXY6aSoUsaIFPW_E-g7ru4aMfZr5ER84zK-daxFujeCzVul54z6cY5_PadhepyOFt-Og~~&sessionId=,徐汇区
大语言模型算法工程师,上海,35-55K·18薪,"经验不限,本科",https://www.zhipin.com/job_detail/2878901b0d40e6fc1HB52924F1ZS.html?lid=4R1tBV5IMvF.search.234&securityId=u9KF1UEg2LepI-Z1j5btc2jr2qQHA3k6UDyqXvGxRq3Ml2AhZCPDu9D356vwICcXu0tNrZbXeW05mLFf7ac4a40lKPnw3CnQQxL2BsxlvJa4p1JZG4ns-UZn0HZrSWc60btHaXXVJR8F0g~~&sessionId=,徐汇区
多模态大模型算法工程师,上海·徐汇区·漕河泾,20-40K,"3-5年,硕士",https://www.zhipin.com/job_detail/2af5d642a9485f5e1HF729q5E1JQ.html?lid=4R1tBV5IMvF.search.235&securityId=qHrGtj9KznYqk-n17RffIqqwR9OlmFpg3AgxRV1bGVVo583wwGCBl78tzSCWAx2jNvld9iBFAngQbM2JrvGgMUS0_p3dTouCIwSNA_Zcd8dNoK41rd-BqXCvJZZLYRntVEJ0xAzTbfMh&sessionId=,徐汇区
LLM算法工程师,上海,30-60K·15薪,"3-5年,硕士",https://www.zhipin.com/job_detail/70c682c6a7240a681HB52ti9EFVQ.html?lid=4R1tBV5IMvF.search.236&securityId=guZT7CA4QO034-Q1OAu1DhcgCvQHgbbO9IKpaOHIq4VJUEquhQOkF5ihbHGjSracBQ9X2pit8jHLc2aeDR8rZ6Pcjtogf41IqdVXi8A6_8hxr0lv7ZhEk_U548Wp_Im_NJGPA04QO-b7&sessionId=,徐汇区
大模型算法工程师,上海,50-70K·16薪,"3-5年,本科",https://www.zhipin.com/job_detail/c4e5a0b86317824e1HB43N65E1NQ.html?lid=4R1tBV5IMvF.search.237&securityId=Vy-qemSnHAfVd-K19NOtxwuu0YseM0vjNM1WzXryAxJqjViH3DavvK5R0KSNIFJPL66YLn37k5ggykC_g63CDQ1fs27wlW7wHhVryOYZRdfAttf6xuB-wth25quONlXxmpOpJGuzujpw&sessionId=,徐汇区
音频算法工程师（A255425）,上海·徐汇区·漕河泾,30-60K,"5-10年,本科",https://www.zhipin.com/job_detail/11cdfb41622580db1HB42tq8F1JX.html?lid=4R1tBV5IMvF.search.238&securityId=gW9VVv_cDMqvj-e1TsUJccZH598y0pBLeca0gLCfa1qWeixFSzkUSmvC6TerEcArTxF-30eQqiV_-mZqssIwGIM8emfr1IRbdJ8ZYSXVEsczwXApQm9E07BxgfnRyKQgHmPtyVCg4olM&sessionId=,徐汇区
图形算法工程师,上海,55-60K·16薪,"3-5年,硕士",https://www.zhipin.com/job_detail/5de3759ddd0428341HF53d64GFFU.html?lid=4R1tBV5IMvF.search.239&securityId=4d23dsgNKe9U6-J1YnQcZt9C73EJUnwVHBr-INuBJLIk5eOqT81qwRP-l766EehQJgDAc6ZKDM7n99lPGd32poSfT1slOJ12HYBrurhzIHfueQFDlCK9MwEW52mR2M_EkYatyHjN9JqUwA~~&sessionId=,徐汇区
高级音视频算法工程师,上海,35-45K·16薪,"3-5年,本科",https://www.zhipin.com/job_detail/ebc3db8e520000081HF42Nu8FVBR.html?lid=4R1tBV5IMvF.search.241&securityId=N6tIGhYa-vpFk-41KXYYEv60H46ZkU8psa7nV1hQL42P8fe3R6VB18bqUnuZp15AzXU-YCu_mMUFN4hT_-B0hJ4iOZPfNOODiYbT-OERAGH7o4fy8ctK-LozgwANFA1WQsO2eK46_Q~~&sessionId=,徐汇区
AI算法工程师,上海·徐汇区·龙华,20-35K,"经验不限,硕士",https://www.zhipin.com/job_detail/aac7a84e6139bbc01HR_2tm9GVFU.html?lid=4R1tBV5IMvF.search.242&securityId=eASDDx_UgDUU8-N14UDs0C-pv34wwJDgjEg2niHXb_ksVuEBptkawqo5MdDCOK_ic6JHQ-YCo642iJzOX3gnbl7mTepBoFa9KtpHYZTXUMzwLajzQKP_9ksl0FRKVjHJSE0nywwu4E-z&sessionId=,徐汇区
算法工程师,上海·徐汇区·漕河泾,25-40K·14薪,"经验不限,本科",https://www.zhipin.com/job_detail/5d8f252e80fece041nxy39q-EFRS.html?lid=4R1tBV5IMvF.search.243&securityId=UK_Lf2Ec_2BDP-O1IF3q1y20szsgnZ71Ig_XpZ2BMrlQwZUAdVt6iOxEc9UwZJzskbfDI_QlE3YkFpO2OBHN8qyPQ6W3s0uZSNNZFzHPGay4pcAy1_ZLgf4HZ_lNRV1Oi312AKxWSmU~&sessionId=,徐汇区
NLP大模型算法高级工程师,上海,50-55K·16薪,"3-5年,本科",https://www.zhipin.com/job_detail/ffbdc5a1069222841HR-3ty4FldQ.html?lid=4R1tBV5IMvF.search.244&securityId=FMQsDU7KPWtuV-z1XwEOogAoGZoMm5XE3wcY4tnt322zDL2Xky5lWNLqAtSMTOE4iaj_iUUNWT0QhHt8rTPtlv2RcLfB0NUP6WvJ8i2WASxSZHxp0zb7fqLHZPGKVO-9jb3sir6NwWOpY7-F54L3ovkE0bvsTxN6h9pJUMP6nCOF6q9H&sessionId=,徐汇区
ai算法工程师,上海,30-55K·15薪,"1-3年,本科",https://www.zhipin.com/job_detail/23fd2adc5bfa88631Hd50t68GVVT.html?lid=4R1tBV5IMvF.search.245&securityId=ootMD9n5Auzvi-v1KkP0XpZQDxVST90k0xi1zPtOgAR1mB-OnPOrkqBHXJj46vA4BdeSOTee6rm2JCjUWV6ZVukzWO1g7ndEg805gWsWX4SwKQoH2LmmPXJHB2TNnzFmMcIfqlsDDzE3iQ~~&sessionId=,徐汇区
高级算法工程师/专家,上海·徐汇区·龙华,30-45K,"5-10年,本科",https://www.zhipin.com/job_detail/cda411229068d92b1Hd52t-7FFVV.html?lid=4R1tBV5IMvF.search.246&securityId=LVO3wUpTpjABn-W153V8Y4KiHjUkhpzNPUbfykTOwkOXl5GU1XZvAjGoZILzyM7HLCic94ANx0QtmWB86SAf6RAOlETl9Dtr3zGJ1yJjMvs3r9V0pMP0DncXvP7Xx4u25dMUx4Oeyw~~&sessionId=,徐汇区
算法工程师,上海·徐汇区·漕河泾,25-35K,"3-5年,硕士",https://www.zhipin.com/job_detail/b58f4d1d1cea76e11HZ92du9GFtX.html?lid=4R1tBV5IMvF.search.247&securityId=UfwE7zK8tpS8N-B1RgT2n2woyXtH5_zUFFpyXnu6mcNUhH544LwF6dPuIxQEFak42ZD0kFSsJzjx0k7m6rkRmPOyztrP2QeDImPUyoluQGgsaCE6u-zVekfK6TW4mWmAM4Rl4Zk1mtc~&sessionId=,徐汇区
大模型算法工程师,上海·徐汇区·龙华,25-50K,"1-3年,硕士",https://www.zhipin.com/job_detail/c5e3e2420dc09d431HBy2du8GVBV.html?lid=4R1tBV5IMvF.search.248&securityId=bxE1djaPdzcQN-t1xUaJJxNQHr-WWazbKieg2K2UrT3eFV955Umf54obC57UdgiDshfxpFTRc0s0bwXI6V4ivv3WObJRb_Kteoyj-mVEuWJ0U1GyHWwL2f7G8df9zkv-bCzIzW_hfE8~&sessionId=,徐汇区
nlp算法工程师,上海·徐汇区·漕河泾,30-60K·16薪,"3-5年,硕士",https://www.zhipin.com/job_detail/667df7bb6380ba2c1HB-0tS8FlBT.html?lid=4R1tBV5IMvF.search.249&securityId=K4OEZOV6x84HE-t1q7KvTaeyobKKSi_3mL9mA9HNYcTNxTtAKnRQqmw-Z1oQ7g1S0Yki9yj3Xi_vYPTYMOAUCuRJdlot1xY0nskhCjLt3ykv7RNI_k8AY5H0wl5UcR8-s0ji_0GfQtaGgA~~&sessionId=,徐汇区
AI算法开发工程师,上海,35-65K·14薪,"5-10年,本科",https://www.zhipin.com/job_detail/a3ebcfc2883203141HB62NW-FFFZ.html?lid=4R1tBV5IMvF.search.250&securityId=Lkr6yGhk0jZCD-L1CRqYr_PLj5OZneC4IZbT60fuz5BvDIYIhQ_RNOM7JLEZxp-X2nuGHoRsPS57PwKugDFDZMHNqz1jH3rrNdwndCiHldkO0GmE8ABaYSxIAXd-lIgLr2DeIBy78Sk~&sessionId=,徐汇区
算法工程师,上海,18-35K·18薪,"3-5年,本科",https://www.zhipin.com/job_detail/b29cc145d583da811HF63Ni9EVdR.html?lid=4R1tBV5IMvF.search.251&securityId=Cvrq6yzTFlB3w-k1G-wOkvLIMtL0hXSNGb1mnUAVSZZ-YoqMTXdm1DI2wXjSX5wAxSTDeOGyUtvIPfnJC-4FJDC0lwoOEyRFUSCWA2-NYtma1iBYCPCvt_WbEkPpGk9763jV4e4UGf4~&sessionId=,徐汇区
nlp算法工程师,上海·徐汇区·漕河泾,25-50K·14薪,"1-3年,硕士",https://www.zhipin.com/job_detail/845e0a2a1e1ede3b1HB-3dm6GFpX.html?lid=4R1tBV5IMvF.search.252&securityId=Qtui0OWQnZ5I2-R1hBhKaNyGaBH6Gy3YX9IVtaP4-DjklPgVF9Ny4dheGtorbcsmAS8-rkrSg2L0B8Cedu3Ioj5ebOXA4JxmD_7-XDY_iHoHWu2VPPBKTLttdYKyuLhnMd16OOZJKrVR&sessionId=,徐汇区
高级算法工程师,上海·徐汇区·龙华,30-60K·14薪,"3-5年,硕士",https://www.zhipin.com/job_detail/d7cb564533afeed21HF60tq-EFZV.html?lid=4R1tBV5IMvF.search.253&securityId=Si_VUYWKEESg--U1RtQnPqtJweCa77343cyZPTyquAVpY3vLPzrx46IUBlnYrqhdug8_LNRA-_mB95VpHmREPH0RXGKar4xHUBdwPpTXRoQgJzabfInVUmf4bFAKZWSV1Edud6IzijZ3&sessionId=,徐汇区
AI算法工程师/数据科学家(J11854),上海·徐汇区·龙华,35-55K·15薪,"5-10年,硕士",https://www.zhipin.com/job_detail/4080b01531a6b50c1XF42t-5EVVR.html?lid=4R1tBV5IMvF.search.254&securityId=LcVWEZ1cW3Z49-s17p9q3tfevHphd2M8R0IEkuPS2g2l7xBTecYekc2tby2_B8hCKOoqz9MLNsGPWhnh_T3vicRMxw7x2xqDwCeD1hInnF7np80OYkplfaHqNV91fTEeG_Ym2PVFJ26lBg~~&sessionId=,徐汇区
